6,128,10,500,265.6707682147419
6,128,10,1000,119.94240294547637
6,128,10,1500,116.03728815097388
6,128,20,500,173.79827270574017
6,128,20,1000,148.15573254939096
6,128,20,1500,126.93388707065034
6,128,30,500,218.49024654496478
6,128,30,1000,124.32649305293211
6,128,30,1500,143.19299802612912
6,128,40,500,177.69122171829653
6,128,40,1000,156.61870240184635
6,128,40,1500,166.3976925539954
6,128,50,500,183.698457653693
6,128,50,1000,147.23541084225405
6,128,50,1500,135.35922694762968
6,256,10,500,157.350525936507
6,256,10,1000,107.82783253659943
6,256,10,1500,112.95007630485641
6,256,20,500,173.73701814645477
6,256,20,1000,121.37046441845698
6,256,20,1500,177.64156372439638
6,256,30,500,198.67241275166887
6,256,30,1000,155.00952240726278
6,256,30,1500,149.07554728948568
6,256,40,500,208.53452377224977
6,256,40,1000,171.94607478738482
6,256,40,1500,160.212212910666
6,256,50,500,277.8152792745673
6,256,50,1000,166.81795700857
6,256,50,1500,157.1429393669029
6,512,10,500,159.3696695332521
6,512,10,1000,120.29218791080206
6,512,10,1500,99.36830491482743
6,512,20,500,276.94416145752814
6,512,20,1000,135.42487837035532
6,512,20,1500,125.6211333091114
6,512,30,500,182.46093390312782
6,512,30,1000,174.0458172240719
6,512,30,1500,135.08874090308694
6,512,40,500,203.6275801545325
6,512,40,1000,176.65567631582405
6,512,40,1500,274.44185302415633
6,512,50,500,192.17059583895147
6,512,50,1000,146.58156689804048
6,512,50,1500,133.9499945679513
12,128,10,500,181.71915943678206
12,128,10,1000,169.82623881485074
12,128,10,1500,274.8266505907212
12,128,20,500,157.53683716118792
12,128,20,1000,151.65367415548394
12,128,20,1500,139.12680559798494
12,128,30,500,273.5083151941982
12,128,30,1000,164.94099933944975
12,128,30,1500,172.64745859542012
12,128,40,500,198.1290355313249
12,128,40,1000,272.38898993983827
12,128,40,1500,274.64742886424705
12,128,50,500,218.7151826491252
12,128,50,1000,193.69447887035537
12,128,50,1500,114.70391475765449
12,256,10,500,175.16853606539678
12,256,10,1000,151.18425759348054
12,256,10,1500,135.64489583955378
12,256,20,500,207.46636413344763
12,256,20,1000,164.1394535812411
12,256,20,1500,132.37327699844403
12,256,30,500,202.67206838188247
12,256,30,1000,171.27042179006423
12,256,30,1500,153.34356083857125
12,256,40,500,198.49027821988417
12,256,40,1000,181.25578378881195
12,256,40,1500,176.54090410486717
12,256,50,500,209.59418316612425
12,256,50,1000,187.1068294193539
12,256,50,1500,161.37645890768238
12,512,10,500,203.89213305132049
12,512,10,1000,166.80784588450396
12,512,10,1500,185.16419672391055
12,512,20,500,275.8208776874679
12,512,20,1000,149.9783198532574
12,512,20,1500,142.05912692339513
12,512,30,500,278.49897993143924
12,512,30,1000,178.15823237417735
12,512,30,1500,149.5831237446486
12,512,40,500,204.33353973546292
12,512,40,1000,189.31871109501478
12,512,40,1500,182.92423706459053
12,512,50,500,206.2639430609232
12,512,50,1000,168.83772807007279
12,512,50,1500,164.07179837819888
18,128,10,500,181.86556472734543
18,128,10,1000,138.04644187976473
18,128,10,1500,111.00528670588616
18,128,20,500,191.7304777450324
18,128,20,1000,161.7877965401412
18,128,20,1500,158.54415594435568
18,128,30,500,194.75928429190728
18,128,30,1000,162.96991451055186
18,128,30,1500,194.2538697503021
18,128,40,500,175.838747836765
18,128,40,1000,171.2576564880423
18,128,40,1500,180.72133453533797
18,128,50,500,275.6927313552062
18,128,50,1000,169.51872092833926
18,128,50,1500,173.39757443377795
18,256,10,500,218.717569060409
18,256,10,1000,274.52115294461555
18,256,10,1500,174.24778579739493
18,256,20,500,191.64883870873084
18,256,20,1000,270.67985891338844
18,256,20,1500,153.9326319179843
18,256,30,500,191.9913259763087
18,256,30,1000,199.13022349210286
18,256,30,1500,274.5583087696952
18,256,40,500,272.3637783574642
18,256,40,1000,220.05035911031848
18,256,40,1500,162.825123839915
18,256,50,500,238.26237666842664
18,256,50,1000,212.91679764681368
18,256,50,1500,181.0167090761382
18,512,10,500,270.5481751836584
18,512,10,1000,188.45336031446658
18,512,10,1500,163.98748838531935
18,512,20,500,208.97050092491045
18,512,20,1000,181.27041511810924
18,512,20,1500,166.40533144655694
18,512,30,500,221.01383152448304
18,512,30,1000,179.28003393505625
18,512,30,1500,166.31627965691806
18,512,40,500,212.42867967428566
18,512,40,1000,175.63065822784029
18,512,40,1500,182.51850011607183
18,512,50,500,276.9828589022235
18,512,50,1000,216.8828448404828
18,512,50,1500,200.58676629166047
